Date,Open,High,Low,Close,Adj Close,Volume
2021-05-14,136.52999877929688,137.0800018310547,136.22000122070312,137.0800018310547,133.5448760986328,17566700
2021-05-17,136.8300018310547,137.1699981689453,136.57000732421875,136.7899932861328,133.26231384277344,6113800
2021-05-18,136.39999389648438,136.57000732421875,136.07000732421875,136.44000244140625,132.92135620117188,11423100
2021-05-19,136.5399932861328,137.3000030517578,135.6199951171875,136.11000061035156,132.59983825683594,14296000
2021-05-20,136.75999450683594,137.49000549316406,136.6699981689453,137.22999572753906,133.69097900390625,13310500
2021-05-21,137.66000366210938,137.6999969482422,137.05999755859375,137.6699981689453,134.11959838867188,10171600
2021-05-24,137.99000549316406,138.5800018310547,137.88999938964844,138.17999267578125,134.61647033691406,6868700
2021-05-25,138.6300048828125,139.5,138.6199951171875,139.4600067138672,135.86346435546875,12346900
2021-05-26,139.58999633789062,139.91000366210938,138.8800048828125,139.22000122070312,135.62965393066406,9793700
2021-05-27,138.5,138.69000244140625,137.99000549316406,138.66000366210938,135.08412170410156,10695200
2021-05-28,138.5800018310547,139.3000030517578,138.33999633789062,138.44000244140625,134.8697967529297,10258000
2021-06-01,137.82000732421875,138.25999450683594,137.25,138.2100067138672,134.8395538330078,11778500
2021-06-02,138.5500030517578,138.7899932861328,138.32000732421875,138.52999877929688,135.1516876220703,7347900
2021-06-03,138.50999450683594,138.50999450683594,137.85000610351562,138.00999450683594,134.64439392089844,10994000
2021-06-04,138.52000427246094,139.89999389648438,138.52000427246094,139.89999389648438,136.4883270263672,15773700
2021-06-07,139.58999633789062,139.7100067138672,139.32000732421875,139.47000122070312,136.06881713867188,7799800
2021-06-08,140.66000366210938,140.66000366210938,140.2100067138672,140.4499969482422,137.02488708496094,11230900
2021-06-09,141.75999450683594,142.14999389648438,141.25,141.69000244140625,138.23464965820312,12768300
2021-06-10,140.8300018310547,142.55999755859375,140.67999267578125,142.5399932861328,139.06390380859375,19698300
2021-06-11,142.30999755859375,142.39999389648438,141.83999633789062,142.30999755859375,138.83956909179688,8646700
2021-06-14,142.10000610351562,142.10000610351562,141.00999450683594,141.22000122070312,137.77613830566406,9401300
2021-06-15,140.8000030517578,141.08999633789062,140.47999572753906,141.0500030517578,137.61026000976562,18207300
2021-06-16,141.39999389648438,141.6699981689453,140.2100067138672,140.92999267578125,137.49317932128906,19676300
2021-06-17,141.86000061035156,144.92999267578125,141.63999938964844,143.0399932861328,139.5517120361328,35225800
2021-06-18,144.27999877929688,146.0399932861328,144.1199951171875,145.72999572753906,142.17616271972656,26616900
2021-06-21,144.38999938964844,144.49000549316406,143.02000427246094,143.2899932861328,139.79563903808594,16485000
2021-06-22,142.1699981689453,143.67999267578125,142.1199951171875,143.63999938964844,140.1370849609375,14530200
2021-06-23,143.11000061035156,143.5,142.7100067138672,143.27000427246094,139.77609252929688,12040900
2021-06-24,143.4199981689453,143.89999389648438,143.3300018310547,143.5,140.00050354003906,8788400
2021-06-25,143.25999450683594,143.39999389648438,141.3699951171875,142.00999450683594,138.54685974121094,15562200
2021-06-28,142.72000122070312,143.8000030517578,142.6999969482422,143.47000122070312,139.97125244140625,11460700
2021-06-29,143.10000610351562,143.72000122070312,143.0399932861328,143.7100067138672,140.2053985595703,11217900
2021-06-30,144.25,144.92999267578125,144.07000732421875,144.35000610351562,140.8297882080078,15708900
2021-07-01,143.97999572753906,144.30999755859375,143.52999877929688,144.1699981689453,140.8376007080078,10810000
2021-07-02,144.22999572753906,145.0399932861328,144.11000061035156,145.0399932861328,141.68748474121094,9650200
2021-07-06,145.72000122070312,146.99000549316406,145.72000122070312,146.74000549316406,143.3482208251953,20037200
2021-07-07,147.57000732421875,148.55999755859375,147.22000122070312,148.0399932861328,144.61814880371094,20964400
2021-07-08,148.8800048828125,149.44000244140625,148.1699981689453,148.6199951171875,145.18475341796875,17487800
2021-07-09,146.8699951171875,146.99000549316406,146.49000549316406,146.52999877929688,143.14306640625,14483600
2021-07-12,147.08999633789062,147.22999572753906,146.1699981689453,146.33999633789062,142.9574737548828,10610400
2021-07-13,146.82000732421875,147.4600067138672,144.63999938964844,145.22000122070312,141.86334228515625,23340200
2021-07-14,146.00999450683594,146.9199981689453,145.80999755859375,146.8699951171875,143.4751739501953,16038600
2021-07-15,147.9499969482422,148.60000610351562,147.02999877929688,148.49000549316406,145.05775451660156,18462400
2021-07-16,147.33999633789062,148.33999633789062,147.32000732421875,148.2100067138672,144.7842254638672,12787900
2021-07-19,150.9499969482422,151.9499969482422,150.6199951171875,151.4600067138672,147.95909118652344,40203900
2021-07-20,152.52999877929688,152.7100067138672,149.75999450683594,150.0,146.5328369140625,25674800
2021-07-21,148.17999267578125,148.5,146.6699981689453,148.10000610351562,144.67678833007812,19988900
2021-07-22,148.11000061035156,149.80999755859375,148.05999755859375,149.5,146.04440307617188,18136900
2021-07-23,147.94000244140625,148.66000366210938,147.88999938964844,148.5,145.06752014160156,12639300
2021-07-26,149.0,149.05999755859375,147.8800048828125,148.05999755859375,144.63771057128906,10737700
2021-07-27,149.3300018310547,149.69000244140625,148.99000549316406,149.63999938964844,146.18116760253906,13036500
2021-07-28,148.6699981689453,149.6699981689453,148.27000427246094,149.64999389648438,146.1909637451172,14346700
2021-07-29,148.77999877929688,149.22000122070312,148.52999877929688,148.82000732421875,145.38009643554688,11532000
2021-07-30,149.1300048828125,149.72000122070312,149.05999755859375,149.52000427246094,146.06394958496094,14342100
2021-08-02,149.4499969482422,151.22999572753906,149.17999267578125,150.6699981689453,147.3667449951172,21232700
2021-08-03,150.75,151.22999572753906,150.38999938964844,150.75,147.44497680664062,13361900
2021-08-04,151.5,151.82000732421875,149.72000122070312,151.05999755859375,147.74818420410156,18267900
2021-08-05,150.75999450683594,150.9199981689453,150.0,150.2899932861328,146.99508666992188,15345400
2021-08-06,148.32000732421875,148.75999450683594,147.69000244140625,147.77999877929688,144.5400848388672,21144300
2021-08-09,148.14999389648438,148.55999755859375,147.22999572753906,147.25,144.021728515625,12942400
2021-08-10,147.49000549316406,147.57000732421875,146.55999755859375,146.57000732421875,143.35665893554688,13716900
2021-08-11,146.41000366210938,147.22999572753906,145.7100067138672,146.47999572753906,143.26858520507812,17227600
2021-08-12,146.08999633789062,146.44000244140625,145.42999267578125,146.24000549316406,143.0338592529297,14709400
2021-08-13,146.8300018310547,148.55999755859375,146.80999755859375,148.5500030517578,145.29322814941406,18653800
2021-08-16,149.19000244140625,150.02000427246094,148.80999755859375,148.91000366210938,145.6453094482422,19170900
2021-08-17,148.8800048828125,149.47000122070312,148.6699981689453,148.85000610351562,145.58665466308594,14126900
2021-08-18,148.7100067138672,149.47000122070312,148.4499969482422,149.35000610351562,146.07569885253906,13144000
2021-08-19,150.30999755859375,150.4600067138672,149.80999755859375,150.4499969482422,147.15155029296875,15474300
2021-08-20,150.58999633789062,150.80999755859375,150.11000061035156,150.5500030517578,147.24937438964844,12388400
2021-08-23,150.1999969482422,150.5,149.9199981689453,150.4499969482422,147.15155029296875,10615000
