,scale_,min_
SP500,0.0005691519635742744,-1.7239612976664769
Dow,8.126117341134406e-05,-1.9802535348610433
Nasdaq,0.0001402622904832036,-1.3248474647590995
CrudeOil,0.012396950502641287,-0.5335027393442366
Gold,0.0019986010768341593,-3.1001301091252778
Silver,0.07872466132736676,-1.9238338736486815
EURUSD,5.649076872518438,-6.869658413201234
gsci,0.0033978932709155716,-1.8355419345790445
vix,0.027192385356194494,-1.2485384114913822
